"id","name","abbreviation","type"
8625,"Charles Schwab Foundation","Charles Schwab Foundation","Private Orgs. & Foundations"
8233,"Chars Livelihoods Programme","CHL","NGOs"
7381,"Checci & Company","Checci & Company","Private Orgs. & Foundations"
6399,"Chemonics International Inc.","CII","Private Orgs. & Foundations"
16757,"Chenab Development Foundation","CDF","NGOs"
12817,"Chengaose Foundation Trust","CFT","Private Orgs. & Foundations"
8605,"Chevron Corporation","Chevron Corporation","Private Orgs. & Foundations"
5225,"Chevron Texaco","Chevron Texaco","Private Orgs. & Foundations"
15602,"CHF - ERF funds transfer","CHF - ERF funds transfer","Other"
15601,"CHF Sudan/South Sudan Funding","CHF Sudan/South Sudan Funding","Other"
13093,"Chiedza Child Care Centre","CCCC","NGOs"
5968,"Child Advocacy International","Child Advocacy International","NGOs"
15727,"Child Alert Mindanao","CAM","NGOs"
15971,"Child and Family Training and Counseling Center","CFTCC","NGOs"
16226,"Child Care Society","CCS","NGOs"
8916,"Child Development Foundation","CDF","NGOs"
13786,"Child Rights Information Network","CRIN","NGOs"
16353,"Child Rights Institute","CRI","NGOs"
15006,"Child Rights Watch","CRW","NGOs"
15715,"Child Survivor of War","CSW","NGOs"
13116,"Child Welfare Society of Kenya","CWSK","Private Orgs. & Foundations"
13167,"ChildFund International","ChildFund","NGOs"
7782,"ChildFund Ireland","ChildFund Ireland","NGOs"
6593,"Childline - Zimbabwe","Childline - Zimbabwe","NGOs"
16623,"Children Aid South Sudan","CASS","NGOs"
7819,"Children Assistance Programme ","CAP","NGOs"
16816,"Children Care Organization","CCO","NGOs"
13008,"Children First","Children First","NGOs"
12663,"Children in Crisis","CIC","NGOs"
6886,"Children International","CI","NGOs"
8273,"Children of Peru Foundation (New York)","CPF (New York)","Private Orgs. & Foundations"
8844,"Children of the World Foundation","COW Foundation","Private Orgs. & Foundations"
16839,"Children Support Organisation","CSO","NGOs"
16130,"Children without Borders","KnK","NGOs"
5007,"Children's Aid Direct","CAD","NGOs"
8398,"Children's Environmental Health Network","CEHN","NGOs"
7734,"Children's Fund of North Ossetia","CFNO","NGOs"
7735,"Children's Fund of Stavropol","CFS","NGOs"
14257,"Children's Global Network, Pakistan (Guarantee) Limited","CGN-P","NGOs"
5208,"Children's Home Society of Minnesota","Children's Home Society of Minnesota","NGOs"
8548,"Children's Investment Fund Foundation","CIFF","Private Orgs. & Foundations"
8806,"Children's Legal Action Network","CLAN","NGOs"
5631,"Children's Relief","Children's Relief","NGOs"
8333,"Child's Earth Society in Iraq","CESI","Private Orgs. & Foundations"
5331,"Chile","Chile","Government"
5473,"Chilean Red Cross","Chile RC","Red Cross / Red Crescent"
5267,"China","China","Government"
8634,"China Association for NGO Cooperation","CANGO","NGOs"
8733,"China Centre for Disease Control and  Asia-Australia Mental Health","CCDC/AAMH","Private Orgs. & Foundations"
16053,"China Foundation for Poverty Alleviation","CFPA","NGOs"
16780,"China Overseas Construction Group","China Overseas Construction Group","Private Orgs. & Foundations"
5688,"Chinese Community in Peru","CCP","Private Orgs. & Foundations"
13339,"Chiquita Brands International ","Chiquita Brands International ","Private Orgs. & Foundations"
13229,"CHORA","CHORA","NGOs"
8216,"Chosen Generation Ministries Trust","CGMT","Private Orgs. & Foundations"
8702,"Chreso Ministries","Chreso Ministries","NGOs"
7483,"Chrétiens pour le Sahel","Chrétiens pour le Sahel","NGOs"
16248,"Christ Mission Continuous Ministry","CMCM","NGOs"
16855,"Christian Agenda for Development","CAD","NGOs"
8983,"Christian Blind Mission","CBM","NGOs"
7005,"Christian Children's Fund ","CCF","NGOs"
7837,"Christian Children's Fund  / Adventis Development And Relief Agency","CCF/ADRA","NGOs"
6216,"Christian Children's Fund - Indonesia","CCF - Indonesia","NGOs"
7931,"Christian Children's Fund Sri Lanka","CCF-SL","NGOs"
5236,"Christian Children's Fund, USA","CCF","NGOs"
13272,"Christian Community Development of Africa","CCDA","NGOs"
14957,"Christian Development Action Sudan","CDAS","NGOs"
8259,"Christian Friends of Korea","CFK","NGOs"
13055,"Christian Health Association of Sudan","CHAS","NGOs"
6088,"Christian Mission Aid","CMA","NGOs"
14945,"Christian Mission for Development","CMD","NGOs"
7498,"Christian Outreach Relief and Development","CORD","NGOs"
14900,"Christian Peacemaker Teams","CPT","NGOs"
8918,"Christian Recovery and Development Agency","CRADA","NGOs"
15459,"Christian Relief & Development Organization","C.RE.DO","NGOs"
15113,"Christian Relief and Development Organization","CRADO","NGOs"
6554,"Christian Relief Network","CRN","NGOs"
15669,"Christian Solidarity International","CSI","NGOs"
16785,"Christians United for Evangelism, Education and Development","CUEED","NGOs"
6173,"Christoffel-Blindenmission","Christoffel-Blindenmission","Private Orgs. & Foundations"
6152,"Christusträger Bruderschaft","CB","NGOs"
13627,"Chrysler Foundation","Chrysler Foundation","Private Orgs. & Foundations"
13340,"Chubb Corporation","Chubb Corporation","Private Orgs. & Foundations"
13829,"Chung Te Buddhist Association of NY, Inc.","Chung Te Buddhist Association of NY, Inc.","Private Orgs. & Foundations"
16250,"Church and Development","C&D","NGOs"
7731,"Church of Jesus Christ (Johannesburg)","Church of Jesus Christ (Johannesburg)","Private Orgs. & Foundations"
7312,"Church of the Living God International","CLGI","NGOs"
8375,"Church of Uganda Teso Dioceses Planning and Development Office","COU-TEDDO","Private Orgs. & Foundations"
8852,"Church of Uganda-Diocese of Kitgum","COU-Kitgum","Private Orgs. & Foundations"
5599,"Church Women Solidarity for Supporting North Korea Children","Church Women Solidarity for Supporting North Korea Children","NGOs"
16590,"CIAA","CIAA","Private Orgs. & Foundations"
12741,"CICERO","CICERO","Private Orgs. & Foundations"
13341,"Cigna Foundation","Cigna Foundation","Private Orgs. & Foundations"
13922,"Cilia Foundation","Cilia Foundation","Private Orgs. & Foundations"
8758,"CIMIR- Fred Polk","CIMIR- Fred Polk","Private Orgs. & Foundations"
5779,"CINS -  Cooperazione Italiana Nord Sud","CINS","NGOs"
16614,"Circassian Charity Association","CCA","NGOs"
7711,"CISANET/CSCQBE/MEJN","CISANET/CSCQBE/MEJN","NGOs"
6334,"Cisco Foundation","Cisco Foundation","Private Orgs. & Foundations"
13837,"Citi","Citi","Private Orgs. & Foundations"
13287,"Citigroup","Citigroup","Private Orgs. & Foundations"
14025,"CitiHope International","CHI","NGOs"
14326,"Citizen's Commission for Human Development","CCHD","NGOs"
15632,"Citizens' Disaster Response Center, Inc","CDRC","NGOs"
8276,"Citizens Network for Foreign Affairs","CNFA","NGOs"
16424,"Citoyenneté et Développement","CIDEV","NGOs"
6597,"City of Harare - Community Services","City of Harare - Community Services","NGOs"
6612,"City Presbyterian Church","CPC","Private Orgs. & Foundations"
16603,"Civi Development Organization","CDO","NGOs"
6264,"CIVIC (Valid until August 2012)","CIVIC","NGOs"
8219,"Civic Assistance Committee","CAC","NGOs"
15641,"Civic Coalition for Palestinian Rights in Jerusalem","CCPRJ","NGOs"
7835,"Civic Initiative","CI","NGOs"
16499,"Civil Society Action Coalition on Education for All","CSACEFA","NGOs"
14152,"Civil Society Attitudinal Fix","CSAF","NGOs"
16445,"Civil Society Coalition for Poverty Eradication","CISCOPE","NGOs"
13086,"Civil Society Development Organization","CSDO","NGOs"
12966,"Civil Society Human and Institutional Development Programme","CHIP","Private Orgs. & Foundations"
16158,"Clear Path International","CPI","NGOs"
7911,"Cleared Ground Demining Ltd.","CGD Ltd.","NGOs"
14045,"Cleveland Foundation","Cleveland Foundation","Private Orgs. & Foundations"
13586,"Clinton Bush Haiti Fund","Clinton Bush Haiti Fund","Private Orgs. & Foundations"
13466,"Clinton Foundation","Clinton Foundation","Private Orgs. & Foundations"
15340,"Clinton Health Access Initiative","CHAI","Private Orgs. & Foundations"
16216,"ČLOVEK V TÍSNI, O.P.S.","ČLOVEK V TÍSNI, O.P.S.","NGOs"
14108,"Clowns without Borders","CWB","Private Orgs. & Foundations"
15800,"Club des Amis de la Moughataa de Moudjeria","CAMM","NGOs"
8944,"Cluster Agricultural Development Services","CADS","NGOs"
8281,"Cluster Munition Coalition","CMC","Private Orgs. & Foundations"
8599,"Cluster Munitions Conference","Cluster Munitions Conference","Private Orgs. & Foundations"
8917,"CMS Ireland","CMS","NGOs"
13697,"Coach","Coach","Private Orgs. & Foundations"
14241,"Coalesce (Pvt) Limited","CPL","Private Orgs. & Foundations"
13078,"Coalition Against Child Labour in Zimbabwe","CACLAZ","NGOs"
8945,"Coalition for Educational Development","CED","Private Orgs. & Foundations"
7240,"Coalition for International Justice","CIJ","Private Orgs. & Foundations"
14036,"Coalition for the International Criminal Court","CICC","NGOs"
15538,"Coalition Nationale de la Campagne Internationale pour l'Eau Potable, l'Hygiène et l'Assainissement/WASH","CN-CIEPA/WASH","NGOs"
16098,"Coalition Nationale de la Société Civile pour la Paix et la lutte contre la Prolifération des Armes","CONASCIPAL","NGOs"
15841,"Coalition of Dutch NGOs","Coalition of Dutch NGOs","NGOs"
14331,"Coalition on Rights and Responsibilities of Youth","CRY","NGOs"
8804,"Coalition on Violence against Women - Kenya","COVAW-Kenya","NGOs"
7914,"Coalition to Stop Use of Child Soldiers","CSUCS","NGOs"
5290,"CoAR","CoAR","NGOs"
14447,"Coastal Community Foundation of South Carolina","CCFSC","Private Orgs. & Foundations"
8869,"Coastal Development Organization","CODO","NGOs"
8862,"Coastal Municipalities Water Utility","CMWU","NGOs"
8637,"Coca-Cola Company","Coca-Cola Company","Private Orgs. & Foundations"
16776,"Coca-Cola Foundation","Coca-Cola Foundation","Private Orgs. & Foundations"
8784,"CODEC","CODEC","Inter-governmental orgs."
16206,"COFRA","COFRA","Private Orgs. & Foundations"
13342,"Cogeco Cable","Cogeco Cable","Private Orgs. & Foundations"
13541,"Cognizant","Cognizant","Private Orgs. & Foundations"
6645,"Coin Co. International","CCI","Private Orgs. & Foundations"
7024,"COLFADHEMA","COLFADHEMA","NGOs"
7030,"Collaborative Efforts To Alleviate Social Problems","CEASOP","Private Orgs. & Foundations"
6120,"Collaborative for Development Action","CDA","NGOs"
7438,"Collectif Asie Enfants Isolés","Collectif Asie Enfants Isolés","NGOs"
15722,"Collectif Cri de Coeur","CCC","NGOs"
5867,"COLLECTIF DES ASSOCIATIONS ET ONGS FEMININES AU BURUNDI","CAFOB","NGOs"
6729,"Collectif des Femmes Actrices de Developpement et de Defense des Droits de l'Enfant, de la Femme et de la Mere en Afrique","COLFADHEMA","NGOs"
7660,"COLLECTIF DES ONGS LIBRES ET AUTONOMES (CONGOLIA)","CONGOLIA","NGOs"
16057,"Collectif des ONGs Nationales","CNA-HD/RCA","NGOs"
16530,"Collectif du developpement et du secours syrien","CODSSY","NGOs"
13884,"Collectif Haïti de France","Collectif Haïti de France","Private Orgs. & Foundations"
13018,"Collective Self Finance Scheme","CSFS","NGOs"
15962,"College of Science and Technology","CST","NGOs"
6924,"College Suisse/Fondation S.O.S","College Suisse/Fondation S.O.S","Private Orgs. & Foundations"
6931,"Collegio Universitario Aspirante e Medici Missionari","CUAMM","NGOs"
5400,"Colombia","Colombia","Government"
8294,"Colombia Campaign to Ban Landmines","CCBL","NGOs"
7281,"Colombian Red Cross Society","Colombia RC","Red Cross / Red Crescent"
13477,"Coloplast A/S","Coloplast A/S","Private Orgs. & Foundations"
14281,"Columbus House Associates","CHA","Private Orgs. & Foundations"
14802,"Combite pour la paix et le développement","CPD","NGOs"
13313,"Comcast Corp","Comcast Corp","Private Orgs. & Foundations"
8934,"Comision de Derechos Humanos","COMISEDH","NGOs"
5820,"Comision Espanôla de Ayuda al Refugiado","CEAR","NGOs"
8200,"Comissão Justiça e Paz ","JPC","Private Orgs. & Foundations"
6703,"Comitato Collaborazione Medica","CCM","NGOs"
5572,"Comitato di Coordinamento delle Organizzazione per il Servizio Volontario","COSV","NGOs"
5816,"Comitato Internationale per lo Sviluppo dei Popoli","CISP","NGOs"
16488,"Comité Baoré Solidarité","CBS","NGOs"
7428,"Comite Catholique contre la faim","Comite Catholique contre la faim","NGOs"
16149,"Comité d’Appui à l’Auto Promotion","CAAP-TUJITEGEMEE","NGOs"
6291,"Comité d'Aide Médicale","CAM","NGOs"
7242,"Comité de bienfaisance assyrien","Comité de bienfaisance assyrien","NGOs"
15019,"Comité de Coordination des ONG","CCO","NGOs"
5955,"Comite de crise ""Nyiragongo 2002""","Comite de crise ""Nyiragongo 2002""","NGOs"
14557,"Comite de la Cour des Enfants de Quettstar","COCEQ","NGOs"
7013,"Comité de médiation pour la restauration et la consolidation de la paix","COMED","NGOs"
15978,"Comité de Secours Internationaux","COSI","NGOs"
15481,"Comité de Solidarité avec les Victimes des Violations des Droits de l'Homme en Mauritanie","CSVVDHM","NGOs"
7429,"Comité Français pour la Solidarité ","CFSI","NGOs"
7511,"Commission d'Entraide pour les Migrants et les Refugies International","CEMIR INTERNATIONAL","Private Orgs. & Foundations"
7661,"Commission diocésaine justice et paix (CDJP)","CDJP","NGOs"
6136,"Commission for Reception, Truth and Reconciliation","CRTR","NGOs"
14815,"Commission haitienne pour le respect des droits humains","CHREDHU","NGOs"
15806,"Commission Nationale des Droits de l’Homme de Mauritanie","CNDH","NGOs"
5743,"Commission of Real Property Claims","Comm. of Real Property Claims","NGOs"
13027,"Commissionerate of Afghan Refugees","CAR","NGOs"
12725,"Committee for the Palestinian Fund","CPF","Private Orgs. & Foundations"
5285,"Committee for the Promotion of Medical and Humanitarian Aid in Afghanistan","CPHA","NGOs"
6163,"Committee partnersh Linz- San Carlos","Committee partnersh Linz- San Carlos","Private Orgs. & Foundations"
7622,"Common Humanitarian Fund","CHF","UN Agencies"
7209,"Commonwealth Secretariat","COMSEC","Inter-governmental orgs."
15710,"Communaute des Eglises de Pentecote en Afrique","CEPAC","NGOs"
7662,"Communauté Evangélique au Kwango (CEK)","CEK","NGOs"
16197,"Communauté organisée pour l'encadrement des entités rabrouées","Coeur","NGOs"
6919,"Communita Impegno Servizio Volontariato","CISV","NGOs"
15460,"Community Action Aid Association","CAAA","NGOs"
14582,"Community Activity for Development and Relief Organization","CAFDARO","NGOs"
16293,"Community Agribusiness Development Agency","CADA","NGOs"
14910,"Community Agriculture and Skills Initiative","CASI","NGOs"
5544,"Community Aid Abroad","CAA","NGOs"
15658,"Community Aid for Development","CAD","NGOs"
13162,"Community and Family Services International","CFSI","NGOs"
8042,"Community Appraisal & Motivation Program","CAMP","NGOs"
15582,"Community Appraisal Programme","CAP","NGOs"
13041,"Community Awareness Raising & Advocacy Ventures Around Needs","CARAVAN","NGOs"
15135,"Community Awareness Raising and Advocacy Ventures Around Needs","CARAVAN","NGOs"
16500,"Community Based Development Non Governmental Organization Forum","CBD-NGO Forum","NGOs"
14612,"Community Bridge Initiative","CBI","NGOs"
16473,"Community Building Foundation","CBF","NGOs"
14798,"Community Care Organization","CCO","NGOs"
16404,"Community Chest Korea","CCK","Private Orgs. & Foundations"
14160,"Community Development Foundation","CDF","NGOs"
15138,"Community Development Network Organization","CDNO","NGOs"
13034,"Community Development Organization","CDO","NGOs"
16252,"Community Development Support Services","CDSS","NGOs"
7869,"Community Development Trust","CDT","NGOs"
13202,"Community Empowerment","CE","NGOs"
15076,"Community Empowerment and Development Action","CEDA","NGOs"
12973,"Community Empowerment and Development Organization","CEDO","NGOs"
16642,"Community Fight Against GBV and HIV/AIDS","COFAS","NGOs"
14639,"Community Foundation for Southern Arizona","CFSA","Private Orgs. & Foundations"
14082,"Community Foundation of Broward","Community Foundation of Broward","Private Orgs. & Foundations"
14626,"Community Health and AIDS Mitigation Project","CHAMP","NGOs"
8207,"Community Housing Limited","Community Housing Limited","NGOs"
13217,"Community Humanitarian Emergency Board","COHEB","NGOs"
16286,"Community in Need Aid","CINA","NGOs"
13092,"Community Infrastructure Development Organisation","CIDO","NGOs"
8839,"Community Livestock Integrated Development Consultancy","CLIDE Consultancy","NGOs"
16700,"Community Media Network","CMN","NGOs"
12963,"Community Motivation and Development Organization","CMDO","NGOs"
6481,"Community Peace Fund","Community Peace Fund","NGOs"
12964,"Community Research and Development Organization","CRDO","NGOs"
16553,"Community Rise Programme","CRP","NGOs"
14318,"Community Social Welfare Council","CSWC","NGOs"
15077,"Community Sustaining Development Organization","CSDO","NGOs"
7868,"Community Technology Development Trust","CTDT","NGOs"
8856,"Community Training Centre and Crisis Management","CTCCM","NGOs"
8507,"Community Trust Fund","CTF","NGOs"
12953,"Community Uplift Program Pakistan","CUP","NGOs"
13962,"Comoros Red Crescent, The","Comoros RC","Red Cross / Red Crescent"
8299,"Compact AS","Compact AS","Private Orgs. & Foundations"
13037,"Compassion International Trust","COMIT","NGOs"
15057,"Complete Moon for Vulnerable Afghans Organization","CMVAO","NGOs"
14526,"Comprehensive Development Foundation","CDF","NGOs"
13256,"ConAgra Foods","ConAgra Foods","Private Orgs. & Foundations"
16239,"Concern for Humanitarian Aid","CHA","NGOs"
5736,"Concern India","Concern India","NGOs"
7752,"Concern Universal","Concern Universal","NGOs"
8498,"Concern Worldwide","CW","NGOs"
8451,"Concern Worldwide Nepal","CWN","NGOs"
